"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32284","ApproveLoanDocuments_BO","All Test Suite","2026-03-26","passed","2026-03-26","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","ApproveLoanDocuments_BO"
"","3045","DirectDebitMandate_BO","All Test Suite","2026-03-26","passed","2026-03-26","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","DirectDebitMandate_BO"
"","276057","LoanDocuments_BO","All Test Suite","2026-03-26","passed","2026-03-26","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","LoanDocuments_BO"
"","123233","SendFinalOffer_BO","All Test Suite","2026-03-26","passed","2026-03-26","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","SendFinalOffer_BO"
"","67399","CreateCar_Form1_BO","All Test Suite","2026-03-26","passed","2026-03-26","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","CreateCar_Form1_BO"
"","30083","MyProfessionInfo_BO","All Test Suite","2026-03-26","passed","2026-03-26","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","MyProfessionInfo_BO"
"","18634","CarListingAPI_BO","All Test Suite","2026-03-26","passed","2026-03-26","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","CarListingAPI_BO"
"","136835","HydraProcess_BO","All Test Suite","2026-03-26","passed","2026-03-26","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","HydraProcess_BO"
"","12887","AboutMeInfo_BO","All Test Suite","2026-03-26","passed","2026-03-26","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","AboutMeInfo_BO"
"","5867","CreateCar_Form6_BO","All Test Suite","2026-03-26","passed","2026-03-26","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","CreateCar_Form6_BO"
"","6980","CreateCar_Form2_BO","All Test Suite","2026-03-26","passed","2026-03-26","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","C:/Selenium/EndToEndLoan_UIAutomation","EndToEndNigeriaLoanFlowTest.EndToEnd_Nigeria_LoanFlow_BO","CreateCar_Form2_BO"
