"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Submit Loan Customer Preferences","4706","SubmitLoanPreferencesNegative - dealDiscount float","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validates negative test cases for Preview Template API using first created templateId map","0","PreviewTemplateNegativeTest - Passing token as empty","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","PreviewTemplateNegativeTest"
"Submit Loan Customer Preferences","725","SubmitLoanPreferencesNegative - interestRateType spaces only","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Submit Loan Customer Preferences","551","SubmitLoanPreferencesNegative - tyreBrand XSS injection","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Create Inspection for the carID generated in Car Creation","795","PostCreateInspection - Null inspection_request_id","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PostCreateInspection"
"Validate Template Schema API using sheet driven template names","0","GetTemplateSchemaTest - Template name contains numeric only value","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","GetTemplateSchemaTest"
"Validates GET /v1/inventory/inspection_request with dynamic parameters - Negative Test","810","GetInspectionRequestNegative - Pass a mix of valid and invalid fields","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetInspectionRequestNegative"
"Validates GET /v2/origination/loans/{loan_id}/logbook/booking-info - Negative Test","584","GetBookingInfoForLogbookLoanNegative - Send loan_id as empty string","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetBookingInfoForLogbookLoanNegative"
"Validate negative scenarios for template creation based on sheet data","4","CreateEmailTemplate - account_id exceeds maximum allowed numeric length","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","CreateEmailTemplate"
"Create Inspection for the carID generated in Car Creation","570","PostCreateInspection - Decimal number","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PostCreateInspection"
"Submit Loan Customer Preferences","1790","SubmitLoanPreferencesNegative - tyreQuantity blank","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Submit Loan Customer Preferences","850","SubmitLoanPreferencesNegative - Tyre Quantity not in allowed set","API_Regression_Suite","2026-03-11","failed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validate negative scenarios for template creation based on sheet data","3","UpdateEmailTemplate - providerId is empty string while others are valid","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","UpdateEmailTemplate"
"Submit Loan Customer Preferences","1506","SubmitLoanPreferencesNegative - requestedWarrantyPlan special characters","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Create Inspection for the carID generated in Car Creation","816","PostCreateInspection - Value with leading/trailing spaces","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PostCreateInspection"
"Submit Loan Customer Preferences","1350","SubmitLoanPreferencesNegative - dealDiscount no %","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Create Inspection for the carID generated in Car Creation","605","PostCreateInspection - Very large numeric value","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PostCreateInspection"
"Validate negative scenarios for template creation based on sheet data","2","UpdateEmailTemplate - providerId already mapped to another template (duplicate conflict)","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","UpdateEmailTemplate"
"Submit Loan Customer Preferences","798","SubmitLoanPreferencesNegative - requestedWarrantyPlan blank","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validates negative test cases for Preview Template API using first created templateId map","0","PreviewTemplateNegativeTest - user_name field omitted while mandatory","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","PreviewTemplateNegativeTest"
"Validate negative scenarios for template creation based on sheet data","3","UpdateEmailTemplate - Name already exists in system (duplicate)","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","UpdateEmailTemplate"
"Fetching loan by ID","558","GetLoanByIdNegative - Send loan_id as null","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetLoanByIdNegative"
"Validates GET /v1/inventory/car with dynamic parameters - Negative Test","1665","GetCarListNegative - Validate API handles when passing blank fields value","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetCarListNegative"
"Validates GET /v1/inventory/obds with dynamic parameters - Negative Test","703","GetObdsNegative - Use mixed exclusions and valid fields","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetObdsNegative"
"Negative test for Create System Config V2","2","PostSystemConfigV2 - REQUIRE_LOWERCASE string true instead of boolean","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostSystemConfigV2"
"Validate updated description and render flag using GET API for all templates","0","validatePatchedTemplatesUsingGet","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_positive.Template.TemplateV1Positive","Autochek_API_Automation","autochek_api_positive.Template.TemplateV1Positive","validatePatchedTemplatesUsingGet"
"Submit Loan Customer Preferences","757","SubmitLoanPreferencesNegative - includeLicenceRenewalFees spaces only","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validates GET /v1/inspection with dynamic parameters - Negative Test","852","GetInspectionNegative - Validate API fails when requesting invalid field name","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetInspectionNegative"
"Validates GET /v2/origination/sources with dynamic parameters - Negative Test","717","GetSourcesListNegative - country is number","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetSourcesListNegative"
"Validate negative scenarios for template creation based on sheet data","2","UpdateEmailTemplate - Name contains SQL injection payload","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","UpdateEmailTemplate"
"Validates GET /v1/inspection with dynamic parameters - Negative Test","862","GetInspectionNegative - Pass excluded field that doesn't exist","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetInspectionNegative"
"Update Car and Validate Response","756","PutUpdateCar - created_by too short (1 char)","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PutUpdateCar"
"Create WhatsApp Order Confirmation template and validate full response","3","createWhatsAppOrderConfirmationTemplate","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_positive.Template.TemplateV1Positive","Autochek_API_Automation","autochek_api_positive.Template.TemplateV1Positive","createWhatsAppOrderConfirmationTemplate"
"Negative test for Create System Config V2","0","PostSystemConfigV2 - REQUIRE_SPECIAL_CHAR object structure passed","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostSystemConfigV2"
"Submit Loan Customer Preferences","608","SubmitLoanPreferencesNegative - upfrontWarranty XSS attempt","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"","0","PostLogoutAllAdminNegative - Send SQL injection string as token","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostLogoutAllAdminNegative"
"Validate negative scenarios for template creation based on sheet data","2","CreateEmailTemplate - audienceType contains invalid value not supported by system","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","CreateEmailTemplate"
"Validates negative test cases for Preview Template API using first created templateId map","5","PreviewTemplateNegativeTest - user_name passed as numberValue instead of stringValue","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","PreviewTemplateNegativeTest"
"","2","PostLogoutV2Negative - Send refresh token containing SQL injection string","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostLogoutV2Negative"
"","2","PostEnableUserV2Negative - Send expired or invalid access token","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostEnableUserV2Negative"
"Update System Config dynamically for PASSWORD_POLICY or USER_SESSION","5","PatchSystemConfigV2 - REQUIRE_NUMBER zero value","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PatchSystemConfigV2"
"","4","PostUserSignUpV2Negative - Email is an empty string","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostUserSignUpV2Negative"
"Validates GET /v1/inventory/car with dynamic parameters - Negative Test","2518","GetCarListNegative - Validate API fails when requesting multiple invalid fields","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetCarListNegative"
"","6271","submitLoanPreference - Residual percentage 10%","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_positive.OfferSimulation.OfferSimulationPositive","Autochek_API_Automation","autochek_api_positive.OfferSimulation.OfferSimulationPositive","submitLoanPreference"
"Validate negative scenarios for template creation based on sheet data","0","CreateEmailTemplate - providerId contains special characters","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","CreateEmailTemplate"
"Validates GET /v2/origination/offers with dynamic parameters - Positive Test","746","GetOffersListNegative - country is null","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetOffersListNegative"
"Get the list of Tyre brands","984","GetTyreBrands","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_positive.OfferSimulation.OfferSimulationPositive","Autochek_API_Automation","autochek_api_positive.OfferSimulation.OfferSimulationPositive","GetTyreBrands"
"Validates GET /v1/inspection with dynamic parameters - Negative Test","613","GetInspectionNegative - Pass field value inside relations","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetInspectionNegative"
"Negative test for Create System Config V2","0","PostSystemConfigV2 - DISALLOW_WHITESPACES empty value","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostSystemConfigV2"
"Validates GET /v1/inspection with dynamic parameters - Negative Test","783","GetInspectionNegative - Validate API fails when excluding a non-existent field","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetInspectionNegative"
"","2142","PostUserSignUpV2 - Verify signup with userType = partner","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_positive.UserService.UserServiceV2","Autochek_API_Automation","autochek_api_positive.UserService.UserServiceV2","PostUserSignUpV2"
"","0","PostDisableUserV2Negative - Send SQL injection string as token","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostDisableUserV2Negative"
"Submit Loan Customer Preferences","683","SubmitLoanPreferencesNegative - residualPercentage special characters","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Negative test for Create System Config V2","14","PostSystemConfigV2 - DISALLOW_WHITESPACES array structure passed","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostSystemConfigV2"
"Update Car and Validate Response","1237","PutUpdateCar - address as empty","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","Autochek_API_Automation","autochek_api_negative.DetachTyresSpecification.DetachTyresSpecificationNegative","PutUpdateCar"
"","2","PostLogoutAllAdminNegative - userId as boolean true","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostLogoutAllAdminNegative"
"Validates GET /v1/inventory/body_type with dynamic parameters - Positive Test","551","GetBodyType - Validate id and name fields are returned","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_positive.InventoryService.DynamicResponsePositive","Autochek_API_Automation","autochek_api_positive.InventoryService.DynamicResponsePositive","GetBodyType"
"Submit Loan Customer Preferences","548","SubmitLoanPreferencesNegative - Interest Rate below allowed range","API_Regression_Suite","2026-03-11","failed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Submit Loan Customer Preferences","658","SubmitLoanPreferencesNegative - upfrontMaintenancePlan SQL injection attempt","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"","3","PostUserSignUpV2Negative - Email without “@” character","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostUserSignUpV2Negative"
"Submit Loan Customer Preferences","1227","SubmitLoanPreferencesNegative - tyreQuantity decimal","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"","15","PostLoginV2Negative - Username is null","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostLoginV2Negative"
"Validates negative test cases for Send Template API with various invalid and omitted parameters","0","SendTemplateNegativeTest - name numeric value","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","SendTemplateNegativeTest"
"Delete USER_SESSION and PASSWORD_POLICY using stored IDs","2","deleteSystemConfigs - Delete with leading/trailing spaces in ID","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","deleteSystemConfigs"
"Validates GET /v1/inventory/obds with dynamic parameters - Positive Test","744","GetObds - Validate only description field is returned","API_Regression_Suite","2026-03-11","failed","2026-03-11","autochek_api_positive.InventoryService.DynamicResponsePositive","Autochek_API_Automation","autochek_api_positive.InventoryService.DynamicResponsePositive","GetObds"
"Validates GET /v1/inventory/trims with dynamic parameters - Negative Test","539","GetTrimsNegative - Validate response when passing null as field","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetTrimsNegative"
"Accept Simulation Offer","679","AcceptOfferNegative - Send loan_id as empty string","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","AcceptOfferNegative"
"Validate negative scenarios for template creation based on sheet data","3","CreateEmailTemplate - audienceType contains SQL injection payload","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","CreateEmailTemplate"
"","3","PostLogoutAllAdminNegative - userId as very short string","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostLogoutAllAdminNegative"
"Validate negative scenarios for template creation based on sheet data","3","UpdateEmailTemplate - Name contains special characters","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","Autochek_API_Automation","autochek_api_negative.Template.TemplateV1Negative.TemplateV1Negative","UpdateEmailTemplate"
"Negative test for Create System Config V2","3","PostSystemConfigV2 - REQUIRE_LOWERCASE SQL injection attempt","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostSystemConfigV2"
"Validates GET /v1/inspection with dynamic parameters - Negative Test","536","GetInspectionNegative - Pass non-existing relation","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetInspectionNegative"
"","0","GetMeV2Negative - Send invalid (tampered) access token","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","GetMeV2Negative"
"Validates GET /v2/origination/loans/{loan_id}/accepted-offer - Negative Test","721","GetAcceptedOfferByLoanIdNegative - Script injection (XSS attempt)","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetAcceptedOfferByLoanIdNegative"
"Update System Config dynamically for PASSWORD_POLICY or USER_SESSION","4","PatchSystemConfigV2 - REQUIRE_LOWERCASE empty value","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PatchSystemConfigV2"
"Validates GET /v2/origination/offers with dynamic parameters - Positive Test","903","GetOffersListNegative - page_size is zero","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetOffersListNegative"
"Submit Loan Customer Preferences","712","SubmitLoanPreferencesNegative - includeLicenceRenewalFees unsupported option n","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validates GET /v2/origination/sources with dynamic parameters - Negative Test","719","GetBanksListNegative - page_size is object","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetBanksListNegative"
"Validates GET /v1/inventory/car with dynamic parameters - Negative Test","612","GetCarListNegative - Pass non-existing relation","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetCarListNegative"
"","3","PostUserSignUpV2Negative - UserType has an invalid value (not an allowed role)","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostUserSignUpV2Negative"
"Submit Loan Customer Preferences","1024","SubmitLoanPreferencesNegative - monthlyPayment text value","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Validates GET /v1/inventory/model with dynamic parameters - Negative Test","670","GetModelListNegative - Use extremely long random string","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.InventoryService.DynamicResponseNegative","Autochek_API_Automation","autochek_api_negative.InventoryService.DynamicResponseNegative","GetModelListNegative"
"Submit Loan Customer Preferences","1333","SubmitLoanPreferencesNegative - monthlyPayment very large number","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"Submit Loan Customer Preferences","637","SubmitLoanPreferencesNegative - term special characters","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","SubmitLoanPreferencesNegative"
"","0","PostLoginV2Negative - Username invalid email format (missing @)","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostLoginV2Negative"
"Accept Simulation Offer","591","AcceptOfferNegative - Send loan_id as whitespace only","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OfferSimulation.OfferSimulationNegative","Autochek_API_Automation","autochek_api_negative.OfferSimulation.OfferSimulationNegative","AcceptOfferNegative"
"Validates GET /v1/inspection with dynamic parameters - Positive Test","830","GetInspection - Validate only car(model) field is returned","API_Regression_Suite","2026-03-11","broken","2026-03-11","autochek_api_positive.InventoryService.DynamicResponsePositive","Autochek_API_Automation","autochek_api_positive.InventoryService.DynamicResponsePositive","GetInspection"
"Validates GET /v2/origination/partners with dynamic parameters - Positive Test","707","GetPartnersListNegative - country is one character","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetPartnersListNegative"
"Fetching loan by ID","524","GetLoanByIdNegative - Send loan_id as empty string","API_Regression_Suite","2026-03-11","passed","2026-03-11","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","Autochek_API_Automation","autochek_api_negative.OriginationService.ResponsePayloadReductionV2APIsNegative","GetLoanByIdNegative"
"Negative test for Create System Config V2","0","PostSystemConfigV2 - MAX_LENGTH SQL injection","API_Regression_Suite","2026-03-11","skipped","2026-03-11","autochek_api_negative.UserService.UserServiceV2Negative","Autochek_API_Automation","autochek_api_negative.UserService.UserServiceV2Negative","PostSystemConfigV2"
