"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that an Undo option appears when an email thread is moved from one folder to another, ensure the move action is reversed when the user taps Undo, and validate that the Undo option is not displayed when a thread is permanently deleted from the Trash folder.","0","Verify undo behavior when moving email threads and deleting from trash","All Test Suite","2026-04-24","skipped","2026-04-24","com.titan.mobile.test.UndoTest","E2E Flow Test","com.titan.mobile.test.UndoTest","verifyUndoBehaviorForThreadMoveAndTrashDelete"
"","443763","tc431","Default Suite","2026-04-07","passed","2026-04-07","com.titan.mobile.test.SearchFilterTest","titanMobile_March_hybrid","com.titan.mobile.test.SearchFilterTest","tc431"
"","1","setUp","Default Suite","2026-02-27","broken","2026-02-27","com.titan.mobile.ThreadsTest","titanMobile_Duplicate","com.titan.mobile.ThreadsTest","setUp"
"","1","setupDriver","Default Suite","2026-05-06","broken","2026-05-06","com.titan.mobile.test.ThreadsTest","titanMobile_March_hybrid","com.titan.mobile.test.ThreadsTest","setupDriver"
"Verify user can multi-select threads using long press in conversation view, validate UI elements displayed during bulk selection, ensure 'Show Count' appears only in threaded view, confirm selected mail count updates on selecting/unselecting threads, and verify clicking 'X' deselects all selected emails.","17391","Verify multi-select functionality and thread count behavior in conversation view","Default Suite","2026-05-22","passed","2026-05-22","com.titan.mobile.test.BulkSelectTest","titanMobile_March_hybrid","com.titan.mobile.test.BulkSelectTest","verifyMultiSelectAndBulkSelectBehaviorInConversationView"
"","46776","curdOperationsForLabels","Default Suite","2026-04-01","passed","2026-04-01","com.titan.mobile.test.EmailLabelsTest","titanMobile_March_hybrid","com.titan.mobile.test.EmailLabelsTest","curdOperationsForLabels"
"","42923","followUpReminderPositive","Default Suite","2026-03-24","passed","2026-03-24","com.titan.mobile.test.ScheduledTest","titanMobile_March_hybrid","com.titan.mobile.test.ScheduledTest","followUpReminderPositive"
"","0","setupDriver","All Test Suite","2026-04-24","broken","2026-04-24","com.titan.mobile.test.HamburgerMenuTest","E2E Flow Test","com.titan.mobile.test.HamburgerMenuTest","setupDriver"
"","2","login","Default Suite","2026-05-20","broken","2026-05-20","com.titan.mobile.test.AppointmentBookingTest","titanMobile_March_hybrid","com.titan.mobile.test.AppointmentBookingTest","login"
"","187688","tc363","Default Suite","2026-04-22","broken","2026-04-22","com.titan.mobile.test.ArchiveTest","titanMobile_March_hybrid","com.titan.mobile.test.ArchiveTest","tc363"
"","0","login","All Test Suite","2026-04-24","broken","2026-04-24","com.titan.mobile.test.UndoTest","E2E Flow Test","com.titan.mobile.test.UndoTest","login"
"","38962","tc433","Default Suite","2026-04-07","passed","2026-04-07","com.titan.mobile.test.SearchFilterTest","titanMobile_March_hybrid","com.titan.mobile.test.SearchFilterTest","tc433"
"","73161","tc_417","Default Suite","2026-05-15","broken","2026-05-15","com.titan.mobile.test.SearchTest","titanMobile_March_hybrid","com.titan.mobile.test.SearchTest","tc_417"
"","570929","tc_321","Default Suite","2026-05-06","broken","2026-05-06","com.titan.mobile.test.ThreadsTest","titanMobile_March_hybrid","com.titan.mobile.test.ThreadsTest","tc_321"
"","40552","tc623","Default Suite","2026-05-21","passed","2026-05-21","com.titan.mobile.test.CalendarBasicTest","titanMobile_March_hybrid","com.titan.mobile.test.CalendarBasicTest","tc623"
"","2","setupDriver","Default Suite","2026-05-07","broken","2026-05-07","com.titan.mobile.test.ArchiveTest","titanMobile_March_hybrid","com.titan.mobile.test.ArchiveTest","setupDriver"
"","1","startServer","Default Suite","2026-05-12","broken","2026-05-12","com.titan.mobile.test.OfflineTest","titanMobile_March_hybrid","com.titan.mobile.test.OfflineTest","startServer"
"","58023","bulkSelectIfLessThan400Mails","Default Suite","2026-03-11","passed","2026-03-11","com.titan.mobile.test.BulkSelectTest","titanMobile_March_hybrid","com.titan.mobile.test.BulkSelectTest","bulkSelectIfLessThan400Mails"
"","1936","Verify unread count logic","Default Suite","2026-03-10","passed","2026-03-10","com.titan.mobile.test.HamburgerMenuTest","titanMobile_March_hybrid","com.titan.mobile.test.HamburgerMenuTest","verifyUnreadCount"
"","6034","Verify bulk selection flow and dynamic count updates","Default Suite","2026-02-28","failed","2026-02-28","com.titan.mobile.ThreadsTest","titanMobile_Duplicate","com.titan.mobile.ThreadsTest","testBulkSelectionFlow"
"","2","startServer","Default Suite","2026-03-10","broken","2026-03-10","com.titan.mobile.test.BulkSelectTest","titanMobile_March_hybrid","com.titan.mobile.test.BulkSelectTest","startServer"
"","1","login","Default Suite","2026-05-21","broken","2026-05-21","com.titan.mobile.test.FollowUpReminderTest","titanMobile_March_hybrid","com.titan.mobile.test.FollowUpReminderTest","login"
"","21400","validatingAppSwitch","Default Suite","2026-04-20","passed","2026-04-20","com.titan.mobile.test.DummyTest","titanMobile_March_hybrid","com.titan.mobile.test.DummyTest","validatingAppSwitch"
"","0","setUp","Default Suite","2026-05-22","broken","2026-05-22","com.titan.mobile.test.BulkSelectTest","titanMobile_March_hybrid","com.titan.mobile.test.BulkSelectTest","setUp"
"","3","startServer","Default Suite","2026-04-13","broken","2026-04-13","com.titan.mobile.test.CalendarBasicTest","titanMobile_March_hybrid","com.titan.mobile.test.CalendarBasicTest","startServer"
"","0","setupDriver","All Test Suite","2026-04-24","broken","2026-04-24","com.titan.mobile.test.BulkSelectTest","E2E Flow Test","com.titan.mobile.test.BulkSelectTest","setupDriver"
"","9541","tc_26","Default Suite","2026-05-07","passed","2026-05-07","com.titan.mobile.test.ForgotPasswordTest","titanMobile_March_hybrid","com.titan.mobile.test.ForgotPasswordTest","tc_26"
"","92530","tc413_414","Default Suite","2026-05-13","broken","2026-05-13","com.titan.mobile.test.SearchTest","titanMobile_March_hybrid","com.titan.mobile.test.SearchTest","tc413_414"
"","61134","scheduled","Default Suite","2026-04-02","passed","2026-04-02","com.titan.mobile.test.ScheduledTest","titanMobile_March_hybrid","com.titan.mobile.test.ScheduledTest","scheduled"
"Verify user can create, edit, delete labels from mobile and manage labels created from both web and mobile","84084","Verify label creation, editing, deletion and cross-platform management from mobile","Default Suite","2026-05-21","passed","2026-05-21","com.titan.mobile.test.EmailLabelsTest","titanMobile_March_hybrid","com.titan.mobile.test.EmailLabelsTest","verifyBulkSelectNotAllowedInLabelsFolder"
"","3","login","Default Suite","2026-05-15","broken","2026-05-15","com.titan.mobile.test.SearchTest","titanMobile_March_hybrid","com.titan.mobile.test.SearchTest","login"
